InvoiceNo,CustomerID,Product,Quantity,UnitPrice,TotalPrice,InvoiceDate,Location,CustomerType
ORD11159,CUST1099,Sanitary Towels (Pack),1,192.93,192.93,3/30/2023,Roysambu,Budget
ORD11160,CUST1160,Sanitary Towels (Pack),1,158.61,158.61,1/2/2023,Thika,Budget
ORD11161,CUST1006,Bread (400g),1,54.55,54.55,1/14/2023,Roysambu,Budget
ORD11162,CUST1179,Sugar (1kg),1,127.85,127.85,4/13/2023,Rongai,Budget
ORD11163,CUST1047,Maize Flour (2kg),1,185.13,185.13,3/26/2023,Nairobi,Budget
ORD11164,CUST1111,Soap (Bar),1,44.9,44.9,4/1/2023,Nairobi,Budget
ORD11165,CUST1044,Soap (Bar),0,34.23,0,3/26/2023,Thika,Budget
ORD11166,CUST1289,Cooking Oil (1L),1,304.08,304.08,8/29/2023,Nairobi,Budget
ORD11167,CUST1239,Rice (1kg),1,130.95,130.95,4/29/2023,Kitengela,Budget
ORD11168,CUST1218,Milk (500ml),1,45.15,45.15,5/2/2023,Nairobi,Regular
ORD11169,CUST1195,Bread (400g),1,59.49,59.49,1/8/2023,Roysambu,Budget
ORD11170,CUST1135,Cooking Oil (1L),1,256.26,256.26,3/4/2023,Rongai,Budget
ORD11171,CUST1102,Soap (Bar),1,39.75,39.75,3/24/2023,Ruiru,Budget
ORD11172,CUST1073,Sanitary Towels (Pack),1,226.87,226.87,1/28/2023,Nairobi,Regular
ORD11173,CUST1054,Eggs (Tray),1,352.56,352.56,5/7/2023,Kitengela,Budget
ORD11174,CUST1292,Tea Leaves (250g),1,73.32,73.32,1/3/2023,Kitengela,Regular
ORD11175,CUST1076,Maize Flour (2kg),1,175.97,175.97,3/27/2023,Umoja,Regular
ORD11176,CUST1077,Milk (500ml),1,61,61,12/8/2023,Rongai,Budget
ORD11177,CUST1244,Bread (400g),1,60.98,60.98,4/4/2023,Nairobi,Budget
ORD11178,CUST1035,Sanitary Towels (Pack),1,172.58,172.58,2/19/2023,Kitengela,Regular
ORD11179,CUST1246,Rice (1kg),1,125.69,125.69,4/30/2023,Nairobi,Budget
ORD11180,CUST1170,Tea Leaves (250g),1,62.02,62.02,3/22/2023,Umoja,Regular
ORD11181,CUST1046,Milk (500ml),1,53.23,53.23,11/22/2023,Thika,Budget
ORD11182,CUST1148,Sugar (1kg),1,110.56,110.56,1/6/2023,Nairobi,Budget
ORD11183,CUST1097,Tea Leaves (250g),0,74.42,0,10/1/2023,Rongai,Budget
ORD11184,CUST1249,Rice (1kg),1,141.96,141.96,2/26/2023,Nairobi,Regular
ORD11185,CUST1071,Maize Flour (2kg),1,138.16,138.16,4/3/2023,Umoja,Budget
ORD11186,CUST1122,Eggs (Tray),1,335.41,335.41,4/12/2023,Ruiru,Budget
ORD11187,CUST1157,Eggs (Tray),1,326.7,326.7,4/17/2023,Kitengela,Regular
ORD11188,CUST1008,Maize Flour (2kg),1,140.36,140.36,2/13/2023,Nairobi,Regular
ORD11189,CUST1021,Bread (400g),1,54.98,54.98,4/14/2023,Ruiru,Budget
ORD11190,CUST1267,Eggs (Tray),1,347,347,4/22/2023,Ruaka,Regular
ORD11191,CUST1076,Soap (Bar),1,34.66,34.66,6/12/2023,Umoja,Regular
ORD11192,CUST1250,Maize Flour (2kg),1,155.69,155.69,4/28/2023,Nairobi,Budget
ORD11193,CUST1124,Cooking Oil (1L),1,211.51,211.51,9/5/2023,Thika,Budget
ORD11194,CUST1049,Eggs (Tray),1,347.09,347.09,4/17/2023,Nairobi,Budget
ORD11195,CUST1054,Rice (1kg),1,120.54,120.54,4/13/2023,Kitengela,Budget
ORD11196,CUST1032,Sugar (1kg),1,118.43,118.43,4/14/2023,Rongai,Budget
ORD11197,CUST1205,Milk (500ml),1,44.54,44.54,3/29/2023,Nairobi,Budget
ORD11198,CUST1070,Milk (500ml),1,56.73,56.73,4/12/2023,Nairobi,Regular
ORD11199,CUST1023,Soap (Bar),1,35.14,35.14,6/12/2023,Nairobi,Budget
ORD11200,CUST1212,Cooking Oil (1L),1,269.63,269.63,8/3/2023,Rongai,Regular
ORD11201,CUST1297,Maize Flour (2kg),1,134.4,134.4,4/12/2023,Thika,Budget
ORD11202,CUST1192,Cooking Oil (1L),0,191.48,0,1/3/2023,Nairobi,Premium
ORD11203,CUST1091,Rice (1kg),1,129.47,129.47,3/17/2023,Kitengela,Regular
ORD11204,CUST1213,Eggs (Tray),1,351.35,351.35,8/17/2023,Nairobi,Budget
ORD11205,CUST1267,Eggs (Tray),1,320.6,320.6,4/20/2023,Ruaka,Regular
ORD11206,CUST1092,Eggs (Tray),1,330.6,330.6,1/12/2023,Ruiru,Regular
ORD11207,CUST1154,Milk (500ml),1,45.96,45.96,1/8/2023,Thika,Premium
ORD11208,CUST1271,Rice (1kg),1,123.32,123.32,4/21/2023,Nairobi,Regular
ORD11209,CUST1276,Sanitary Towels (Pack),1,171.93,171.93,4/9/2023,Thika,Regular
ORD11210,CUST1106,Tea Leaves (250g),1,54.17,54.17,1/15/2023,Thika,Budget
ORD11211,CUST1242,Eggs (Tray),1,293.38,293.38,1/30/2023,Rongai,Premium
ORD11212,CUST1186,Tea Leaves (250g),1,56.29,56.29,2/2/2023,Roysambu,Regular
ORD11213,CUST1232,Maize Flour (2kg),0,132.58,0,1/7/2023,Kitengela,Budget
ORD11214,CUST1090,Cooking Oil (1L),1,292.48,292.48,3/4/2023,Thika,Budget
ORD11215,CUST1036,Sugar (1kg),0,127.72,0,3/17/2023,Roysambu,Budget
ORD11216,CUST1214,Sugar (1kg),1,122.41,122.41,4/25/2023,Ruaka,Regular
ORD11217,CUST1056,Milk (500ml),1,46.78,46.78,1/31/2023,Nairobi,Budget
ORD11218,CUST1102,Bread (400g),1,71.22,71.22,1/10/2023,Ruiru,Budget
ORD11219,CUST1248,Maize Flour (2kg),5,164.76,823.8,1/7/2023,Ruiru,Premium
ORD11220,CUST1091,Bread (400g),1,57.47,57.47,2/28/2023,Kitengela,Regular
ORD11221,CUST1183,Tea Leaves (250g),1,56.07,56.07,5/1/2023,Thika,Regular
ORD11222,CUST1143,Cooking Oil (1L),1,221.67,221.67,3/1/2023,Roysambu,Budget
ORD11223,CUST1087,Milk (500ml),1,44.4,44.4,2/7/2023,Rongai,Regular
ORD11224,CUST1087,Soap (Bar),1,49.4,49.4,4/20/2023,Rongai,Regular
ORD11225,CUST1210,Sanitary Towels (Pack),1,208.87,208.87,1/28/2023,Nairobi,Budget
ORD11226,CUST1236,Tea Leaves (250g),1,52.96,52.96,2/24/2023,Roysambu,Budget
ORD11227,CUST1126,Sugar (1kg),1,109.82,109.82,3/16/2023,Thika,Regular
ORD11228,CUST1076,Soap (Bar),1,47.97,47.97,2/23/2023,Umoja,Regular
ORD11229,CUST1020,Eggs (Tray),1,336.67,336.67,12/28/2023,Roysambu,Regular
ORD11230,CUST1201,Eggs (Tray),1,357.51,357.51,3/31/2023,Umoja,Budget
ORD11231,CUST1231,Eggs (Tray),1,327.63,327.63,3/13/2023,Nairobi,Budget
ORD11232,CUST1208,Sugar (1kg),1,109.18,109.18,2/7/2023,Nairobi,Budget
ORD11233,CUST1046,Maize Flour (2kg),1,156.23,156.23,11/22/2023,Thika,Budget
ORD11234,CUST1292,Soap (Bar),1,30.49,30.49,2/28/2023,Kitengela,Regular
ORD11235,CUST1070,Bread (400g),1,53.7,53.7,4/22/2023,Nairobi,Regular
ORD11236,CUST1237,Maize Flour (2kg),1,180.2,180.2,1/10/2023,Nairobi,Budget
ORD11237,CUST1170,Sanitary Towels (Pack),1,153.27,153.27,2/24/2023,Umoja,Regular
ORD11238,CUST1277,Soap (Bar),1,45.89,45.89,4/11/2023,Kitengela,Regular
ORD11239,CUST1171,Maize Flour (2kg),1,158.43,158.43,4/27/2023,Kitengela,Budget
ORD11240,CUST1026,Rice (1kg),1,112.15,112.15,3/1/2023,Thika,Budget
ORD11241,CUST1187,Milk (500ml),1,45.68,45.68,3/13/2023,Nairobi,Budget
ORD11242,CUST1287,Sugar (1kg),1,109.36,109.36,2/12/2023,Thika,Budget
ORD11243,CUST1058,Eggs (Tray),1,353.71,353.71,4/7/2023,Nairobi,Budget
ORD11244,CUST1107,Sugar (1kg),1,109.61,109.61,4/25/2023,Nairobi,Regular
ORD11245,CUST1216,Tea Leaves (250g),1,54.22,54.22,2/17/2023,Kitengela,Budget
ORD11246,CUST1248,Sanitary Towels (Pack),4,192.53,770.12,1/16/2023,Ruiru,Premium
ORD11247,CUST1231,Soap (Bar),1,39.23,39.23,3/28/2023,Nairobi,Budget
ORD11248,CUST1033,Sugar (1kg),0,120.42,0,1/3/2023,Ruaka,Premium
ORD11249,CUST1091,Tea Leaves (250g),1,78.75,78.75,8/20/2023,Kitengela,Regular
ORD11250,CUST1057,Cooking Oil (1L),1,262.11,262.11,4/22/2023,Ruiru,Budget
ORD11251,CUST1011,Tea Leaves (250g),5,59.37,296.85,1/18/2023,Rongai,Premium
ORD11252,CUST1177,Bread (400g),1,61.82,61.82,7/6/2023,Nairobi,Budget
ORD11253,CUST1032,Maize Flour (2kg),1,180.92,180.92,1/30/2023,Rongai,Budget
ORD11254,CUST1266,Milk (500ml),1,48.23,48.23,2/13/2023,Kitengela,Regular
ORD11255,CUST1167,Eggs (Tray),1,346.15,346.15,3/31/2023,Ruiru,Budget
ORD11256,CUST1280,Eggs (Tray),1,322.9,322.9,9/4/2023,Ruiru,Regular
ORD11257,CUST1087,Tea Leaves (250g),1,56.8,56.8,2/17/2023,Rongai,Regular
ORD11258,CUST1024,Cooking Oil (1L),1,247.08,247.08,2/28/2023,Ruaka,Budget
ORD11259,CUST1082,Sanitary Towels (Pack),1,187.45,187.45,1/23/2023,Kitengela,Budget
ORD11260,CUST1078,Cooking Oil (1L),1,234.98,234.98,1/6/2023,Nairobi,Budget
ORD11261,CUST1294,Cooking Oil (1L),1,256.29,256.29,4/18/2023,Ruiru,Budget
ORD11262,CUST1162,Milk (500ml),1,42.96,42.96,2/27/2023,Nairobi,Regular
ORD11263,CUST1083,Sanitary Towels (Pack),1,189.16,189.16,12/12/2023,Roysambu,Budget
ORD11264,CUST1074,Eggs (Tray),1,346.39,346.39,12/16/2023,Ruiru,Regular
ORD11265,CUST1169,Tea Leaves (250g),1,67.43,67.43,2/7/2023,Thika,Budget
ORD11266,CUST1293,Cooking Oil (1L),1,293.96,293.96,4/4/2023,Nairobi,Budget
ORD11267,CUST1226,Milk (500ml),3,51.09,153.27,1/16/2023,Rongai,Premium
ORD11268,CUST1282,Rice (1kg),1,106.64,106.64,2/21/2023,Kitengela,Budget
ORD11269,CUST1112,Eggs (Tray),1,301.98,301.98,1/2/2023,Rongai,Premium
ORD11270,CUST1099,Soap (Bar),1,42.56,42.56,4/11/2023,Roysambu,Budget
ORD11271,CUST1142,Sugar (1kg),1,105.71,105.71,3/10/2023,Nairobi,Budget
ORD11272,CUST1044,Sanitary Towels (Pack),1,198.91,198.91,3/4/2023,Thika,Budget
ORD11273,CUST1261,Maize Flour (2kg),1,165.78,165.78,1/13/2023,Roysambu,Premium
ORD11274,CUST1218,Milk (500ml),1,47.72,47.72,1/2/2023,Nairobi,Regular
ORD11275,CUST1179,Tea Leaves (250g),1,83.29,83.29,4/22/2023,Rongai,Budget
ORD11276,CUST1110,Eggs (Tray),0,353.93,0,2/23/2023,Roysambu,Budget
ORD11277,CUST1147,Cooking Oil (1L),1,294.6,294.6,4/25/2023,Ruiru,Budget
ORD11278,CUST1212,Cooking Oil (1L),1,283.55,283.55,7/16/2023,Rongai,Regular
ORD11279,CUST1155,Eggs (Tray),1,366.89,366.89,3/9/2023,Nairobi,Budget
ORD11280,CUST1033,Soap (Bar),1,42.87,42.87,1/1/2023,Ruaka,Premium
ORD11281,CUST1139,Bread (400g),1,50.82,50.82,1/23/2023,Thika,Premium
ORD11282,CUST1070,Sugar (1kg),1,105.58,105.58,2/18/2023,Nairobi,Regular
ORD11283,CUST1251,Maize Flour (2kg),1,177.84,177.84,2/8/2023,Ruiru,Budget
ORD11284,CUST1155,Eggs (Tray),1,344.36,344.36,3/1/2023,Nairobi,Budget
ORD11285,CUST1001,Cooking Oil (1L),1,214.95,214.95,1/27/2023,Thika,Premium
ORD11286,CUST1063,Tea Leaves (250g),1,65.64,65.64,3/4/2023,Ruiru,Budget
ORD11287,CUST1125,Maize Flour (2kg),1,133.52,133.52,2/5/2023,Nairobi,Budget
ORD11288,CUST1034,Soap (Bar),1,42.67,42.67,1/16/2023,Nairobi,Premium
ORD11289,CUST1132,Eggs (Tray),1,366.15,366.15,12/19/2023,Roysambu,Budget
ORD11290,CUST1294,Maize Flour (2kg),1,179.25,179.25,1/21/2023,Ruiru,Budget
ORD11291,CUST1074,Milk (500ml),1,49.22,49.22,6/23/2023,Ruiru,Regular
ORD11292,CUST1027,Tea Leaves (250g),1,63.88,63.88,3/23/2023,Thika,Budget
ORD11293,CUST1182,Maize Flour (2kg),3,130.52,391.56,1/21/2023,Ruaka,Premium
ORD11294,CUST1093,Rice (1kg),1,128.01,128.01,1/22/2023,Nairobi,Budget
ORD11295,CUST1161,Tea Leaves (250g),1,58.14,58.14,3/31/2023,Kitengela,Regular
ORD11296,CUST1049,Sanitary Towels (Pack),1,218.4,218.4,6/10/2023,Nairobi,Budget
ORD11297,CUST1265,Tea Leaves (250g),1,61.19,61.19,3/4/2023,Ruiru,Regular
ORD11298,CUST1083,Rice (1kg),1,100.01,100.01,3/6/2023,Roysambu,Budget
ORD11299,CUST1096,Sanitary Towels (Pack),1,221.91,221.91,4/17/2023,Ruaka,Budget
ORD11300,CUST1272,Sanitary Towels (Pack),1,220.23,220.23,11/22/2023,Ruiru,Regular
ORD11301,CUST1039,Rice (1kg),1,144.19,144.19,9/26/2023,Kitengela,Budget
ORD11302,CUST1159,Milk (500ml),1,42.78,42.78,2/26/2023,Nairobi,Regular
ORD11303,CUST1267,Milk (500ml),1,43.44,43.44,5/31/2023,Ruaka,Regular
ORD11304,CUST1113,Cooking Oil (1L),1,285.68,285.68,1/19/2023,Nairobi,Regular
ORD11305,CUST1157,Cooking Oil (1L),1,220.98,220.98,1/11/2023,Kitengela,Regular
ORD11306,CUST1057,Rice (1kg),1,85.38,85.38,3/3/2023,Ruiru,Budget
ORD11307,CUST1021,Sugar (1kg),1,108.4,108.4,4/12/2023,Ruiru,Budget
ORD11308,CUST1030,Eggs (Tray),1,305.95,305.95,9/2/2023,Roysambu,Regular
ORD11309,CUST1005,Rice (1kg),1,141.5,141.5,4/28/2023,Ruiru,Budget
ORD11310,CUST1102,Cooking Oil (1L),1,280.41,280.41,8/21/2023,Ruiru,Budget
ORD11311,CUST1296,Milk (500ml),1,47.04,47.04,4/20/2023,Nairobi,Regular
ORD11312,CUST1123,Sanitary Towels (Pack),1,217.37,217.37,1/13/2023,Rongai,Budget
ORD11313,CUST1007,Sanitary Towels (Pack),1,171.7,171.7,1/25/2023,Thika,Regular
ORD11314,CUST1087,Sanitary Towels (Pack),1,150.43,150.43,7/19/2023,Rongai,Regular
ORD11315,CUST1258,Eggs (Tray),1,334.24,334.24,5/25/2023,Nairobi,Budget
ORD11316,CUST1092,Milk (500ml),1,59.63,59.63,2/24/2023,Ruiru,Regular
ORD11317,CUST1116,Bread (400g),1,52.26,52.26,5/27/2023,Nairobi,Regular
ORD11318,CUST1266,Cooking Oil (1L),1,249.58,249.58,2/16/2023,Kitengela,Regular
ORD11319,CUST1285,Maize Flour (2kg),1,131.18,131.18,8/24/2023,Umoja,Budget
ORD11320,CUST1233,Soap (Bar),1,46.96,46.96,3/29/2023,Ruiru,Budget
ORD11321,CUST1227,Sugar (1kg),1,122.45,122.45,2/7/2023,Roysambu,Budget
ORD11322,CUST1219,Sugar (1kg),1,125.7,125.7,4/25/2023,Nairobi,Regular
ORD11323,CUST1243,Milk (500ml),1,45.77,45.77,3/28/2023,Umoja,Budget
ORD11324,CUST1053,Bread (400g),1,58.76,58.76,3/26/2023,Umoja,Regular
ORD11325,CUST1061,Cooking Oil (1L),1,251.46,251.46,3/30/2023,Kitengela,Budget
ORD11326,CUST1052,Cooking Oil (1L),1,196.15,196.15,1/11/2023,Nairobi,Premium
ORD11327,CUST1206,Rice (1kg),1,101.12,101.12,2/24/2023,Nairobi,Budget
ORD11328,CUST1142,Soap (Bar),1,43.97,43.97,4/7/2023,Nairobi,Budget
ORD11329,CUST1204,Milk (500ml),1,49.52,49.52,3/19/2023,Rongai,Regular
ORD11330,CUST1248,Sanitary Towels (Pack),1,168.99,168.99,1/15/2023,Ruiru,Premium
ORD11331,CUST1128,Eggs (Tray),1,341.11,341.11,3/22/2023,Roysambu,Budget
ORD11332,CUST1015,Rice (1kg),1,138.23,138.23,4/14/2023,Rongai,Budget
ORD11333,CUST1091,Bread (400g),1,62.09,62.09,5/20/2023,Kitengela,Regular
ORD11334,CUST1039,Sanitary Towels (Pack),1,238.1,238.1,4/12/2023,Kitengela,Budget
ORD11335,CUST1150,Eggs (Tray),1,308.29,308.29,1/18/2023,Ruaka,Premium
ORD11336,CUST1276,Sanitary Towels (Pack),1,151.77,151.77,11/7/2023,Thika,Regular
ORD11337,CUST1060,Bread (400g),1,61.95,61.95,4/20/2023,Ruaka,Budget
ORD11338,CUST1235,Maize Flour (2kg),1,121.97,121.97,3/13/2023,Thika,Regular
ORD11339,CUST1155,Cooking Oil (1L),1,261.61,261.61,1/18/2023,Nairobi,Budget
ORD11340,CUST1199,Eggs (Tray),1,338.2,338.2,3/14/2023,Roysambu,Regular
ORD11341,CUST1283,Sanitary Towels (Pack),1,217.58,217.58,3/2/2023,Nairobi,Budget
ORD11342,CUST1080,Sanitary Towels (Pack),1,155.57,155.57,2/3/2023,Kitengela,Regular
ORD11343,CUST1193,Soap (Bar),1,43.53,43.53,4/9/2023,Umoja,Regular
ORD11344,CUST1164,Maize Flour (2kg),1,127.77,127.77,10/5/2023,Roysambu,Budget
ORD11345,CUST1178,Soap (Bar),1,29.01,29.01,1/21/2023,Nairobi,Premium
ORD11346,CUST1049,Bread (400g),1,59.75,59.75,2/15/2023,Nairobi,Budget
ORD11347,CUST1028,Sugar (1kg),1,112.8,112.8,3/24/2023,Roysambu,Budget
ORD11348,CUST1043,Rice (1kg),1,133.78,133.78,1/11/2023,Nairobi,Premium
ORD11349,CUST1275,Milk (500ml),1,42.78,42.78,3/26/2023,Thika,Budget
ORD11350,CUST1290,Sanitary Towels (Pack),0,252.15,0,11/27/2023,Thika,Budget
ORD11351,CUST1011,Milk (500ml),1,45.18,45.18,1/11/2023,Rongai,Premium
ORD11352,CUST1250,Rice (1kg),1,134.78,134.78,1/27/2023,Nairobi,Budget
ORD11353,CUST1257,Milk (500ml),1,43.33,43.33,2/8/2023,Nairobi,Regular
ORD11354,CUST1223,Sugar (1kg),1,120.65,120.65,4/19/2023,Ruiru,Budget
ORD11355,CUST1038,Sanitary Towels (Pack),1,171.41,171.41,10/23/2023,Roysambu,Regular
ORD11356,CUST1115,Soap (Bar),1,44.86,44.86,1/12/2023,Roysambu,Regular
ORD11357,CUST1296,Rice (1kg),1,121.43,121.43,12/28/2023,Nairobi,Regular
ORD11358,CUST1243,Bread (400g),1,56.9,56.9,9/2/2023,Umoja,Budget
ORD11359,CUST1258,Tea Leaves (250g),1,66.14,66.14,3/11/2023,Nairobi,Budget
ORD11360,CUST1212,Bread (400g),1,55.03,55.03,3/7/2023,Rongai,Regular
ORD11361,CUST1280,Cooking Oil (1L),1,288.09,288.09,3/22/2023,Ruiru,Regular
ORD11362,CUST1095,Soap (Bar),1,41.98,41.98,3/26/2023,Nairobi,Budget
ORD11363,CUST1239,Tea Leaves (250g),1,82.02,82.02,3/10/2023,Kitengela,Budget
ORD11364,CUST1222,Soap (Bar),1,46.76,46.76,1/8/2023,Rongai,Budget
ORD11365,CUST1186,Eggs (Tray),1,307.39,307.39,1/20/2023,Roysambu,Regular
ORD11366,CUST1153,Bread (400g),1,61.12,61.12,4/21/2023,Rongai,Budget
ORD11367,CUST1032,Sugar (1kg),1,131.65,131.65,2/4/2023,Rongai,Budget
ORD11368,CUST1082,Tea Leaves (250g),1,74.14,74.14,1/31/2023,Kitengela,Budget
ORD11369,CUST1058,Cooking Oil (1L),1,230.15,230.15,2/1/2023,Nairobi,Budget
ORD11370,CUST1158,Eggs (Tray),1,340.48,340.48,2/25/2023,Nairobi,Budget
ORD11371,CUST1018,Sugar (1kg),1,110.02,110.02,8/21/2023,Roysambu,Budget
ORD11372,CUST1281,Cooking Oil (1L),1,277.65,277.65,1/6/2023,Nairobi,Budget
ORD11373,CUST1248,Maize Flour (2kg),1,117.15,117.15,1/3/2023,Ruiru,Premium
ORD11374,CUST1152,Rice (1kg),1,150.19,150.19,2/22/2023,Nairobi,Budget
ORD11375,CUST1046,Bread (400g),1,72.31,72.31,4/3/2023,Thika,Budget
ORD11376,CUST1120,Rice (1kg),1,119.97,119.97,3/6/2023,Ruiru,Regular
ORD11377,CUST1267,Soap (Bar),1,48.99,48.99,4/30/2023,Ruaka,Regular
ORD11378,CUST1254,Rice (1kg),1,101.5,101.5,1/16/2023,Ruaka,Budget
ORD11379,CUST1160,Milk (500ml),1,59.48,59.48,4/5/2023,Thika,Budget
ORD11380,CUST1120,Bread (400g),1,54.36,54.36,8/19/2023,Ruiru,Regular
ORD11381,CUST1225,Bread (400g),1,57.84,57.84,12/30/2023,Kitengela,Budget
ORD11382,CUST1191,Rice (1kg),1,102.15,102.15,2/24/2023,Nairobi,Regular
ORD11383,CUST1126,Tea Leaves (250g),1,76.38,76.38,11/30/2023,Thika,Regular
ORD11384,CUST1188,Tea Leaves (250g),1,53.16,53.16,4/26/2023,Nairobi,Budget
ORD11385,CUST1027,Sugar (1kg),1,112.97,112.97,2/19/2023,Thika,Budget
ORD11386,CUST1185,Rice (1kg),1,117.44,117.44,1/31/2023,Nairobi,Regular
ORD11387,CUST1198,Maize Flour (2kg),1,174.59,174.59,2/20/2023,Ruaka,Regular
ORD11388,CUST1130,Tea Leaves (250g),1,55.34,55.34,4/16/2023,Nairobi,Budget
ORD11389,CUST1152,Sugar (1kg),1,132.07,132.07,1/21/2023,Nairobi,Budget
ORD11390,CUST1162,Bread (400g),1,65.79,65.79,2/5/2023,Nairobi,Regular
ORD11391,CUST1251,Eggs (Tray),1,353.69,353.69,4/29/2023,Ruiru,Budget
ORD11392,CUST1216,Rice (1kg),1,144.59,144.59,3/31/2023,Kitengela,Budget
ORD11393,CUST1033,Milk (500ml),1,46,46,1/27/2023,Ruaka,Premium
ORD11394,CUST1167,Eggs (Tray),1,351.5,351.5,7/4/2023,Ruiru,Budget
ORD11395,CUST1227,Cooking Oil (1L),1,210.32,210.32,1/26/2023,Roysambu,Budget
ORD11396,CUST1160,Soap (Bar),0,33.23,0,1/21/2023,Thika,Budget
ORD11397,CUST1066,Soap (Bar),1,45.9,45.9,4/12/2023,Nairobi,Budget
ORD11398,CUST1231,Eggs (Tray),1,360.86,360.86,1/18/2023,Nairobi,Budget
ORD11399,CUST1167,Tea Leaves (250g),1,58.76,58.76,2/23/2023,Ruiru,Budget
ORD11400,CUST1201,Bread (400g),1,72.34,72.34,4/24/2023,Umoja,Budget
ORD11401,CUST1010,Maize Flour (2kg),1,184.16,184.16,3/24/2023,Nairobi,Budget
ORD11402,CUST1117,Rice (1kg),1,155.6,155.6,1/26/2023,Kitengela,Budget
ORD11403,CUST1086,Maize Flour (2kg),1,144.06,144.06,2/24/2023,Ruaka,Regular
ORD11404,CUST1076,Rice (1kg),1,147.06,147.06,1/22/2023,Umoja,Regular
ORD11405,CUST1060,Maize Flour (2kg),1,171.27,171.27,2/25/2023,Ruaka,Budget
ORD11406,CUST1232,Eggs (Tray),1,321.22,321.22,4/2/2023,Kitengela,Budget
ORD11407,CUST1136,Tea Leaves (250g),1,76.01,76.01,7/15/2023,Thika,Budget
ORD11408,CUST1110,Tea Leaves (250g),1,75.39,75.39,1/25/2023,Roysambu,Budget
ORD11409,CUST1209,Cooking Oil (1L),1,213.02,213.02,2/3/2023,Ruaka,Budget
ORD11410,CUST1230,Sugar (1kg),1,111.09,111.09,3/29/2023,Thika,Regular
ORD11411,CUST1043,Maize Flour (2kg),5,140.73,703.65,1/11/2023,Nairobi,Premium
ORD11412,CUST1108,Bread (400g),1,67.38,67.38,4/5/2023,Rongai,Budget
ORD11413,CUST1037,Rice (1kg),1,124.94,124.94,1/7/2023,Kitengela,Budget
ORD11414,CUST1120,Eggs (Tray),1,345.41,345.41,3/19/2023,Ruiru,Regular
ORD11415,CUST1023,Maize Flour (2kg),1,141.98,141.98,3/21/2023,Nairobi,Budget
ORD11416,CUST1202,Milk (500ml),1,44.78,44.78,4/25/2023,Roysambu,Budget
ORD11417,CUST1297,Cooking Oil (1L),1,237.33,237.33,3/6/2023,Thika,Budget
ORD11418,CUST1173,Eggs (Tray),1,321.93,321.93,2/10/2023,Ruiru,Budget
ORD11419,CUST1221,Cooking Oil (1L),1,237.34,237.34,6/5/2023,Kitengela,Budget
ORD11420,CUST1255,Tea Leaves (250g),1,76.06,76.06,4/29/2023,Ruaka,Budget
ORD11421,CUST1134,Soap (Bar),1,44.26,44.26,1/9/2023,Thika,Premium
ORD11422,CUST1223,Cooking Oil (1L),1,243.13,243.13,3/4/2023,Ruiru,Budget
ORD11423,CUST1077,Sanitary Towels (Pack),1,247.07,247.07,3/26/2023,Rongai,Budget
ORD11424,CUST1225,Maize Flour (2kg),1,137.9,137.9,1/7/2023,Kitengela,Budget
ORD11425,CUST1018,Eggs (Tray),1,328.66,328.66,4/1/2023,Roysambu,Budget
ORD11426,CUST1059,Eggs (Tray),1,317.14,317.14,2/15/2023,Nairobi,Budget
ORD11427,CUST1287,Eggs (Tray),1,339.03,339.03,1/15/2023,Thika,Budget
ORD11428,CUST1075,Rice (1kg),1,104.47,104.47,1/27/2023,Nairobi,Regular
ORD11429,CUST1092,Cooking Oil (1L),1,274.99,274.99,4/16/2023,Ruiru,Regular
ORD11430,CUST1299,Sugar (1kg),1,123.38,123.38,1/1/2023,Roysambu,Budget
ORD11431,CUST1292,Cooking Oil (1L),1,241.64,241.64,1/10/2023,Kitengela,Regular
ORD11432,CUST1255,Rice (1kg),1,149.22,149.22,1/4/2023,Ruaka,Budget
ORD11433,CUST1062,Bread (400g),1,57.47,57.47,4/29/2023,Kitengela,Regular
ORD11434,CUST1165,Cooking Oil (1L),1,202.89,202.89,2/28/2023,Thika,Regular
ORD11435,CUST1245,Eggs (Tray),1,314.85,314.85,1/20/2023,Ruiru,Premium
ORD11436,CUST1168,Maize Flour (2kg),1,167.34,167.34,2/27/2023,Nairobi,Budget
ORD11437,CUST1291,Cooking Oil (1L),1,232.19,232.19,1/7/2023,Ruiru,Budget
ORD11438,CUST1144,Milk (500ml),1,58.76,58.76,10/13/2023,Nairobi,Budget
ORD11439,CUST1047,Bread (400g),1,57.86,57.86,1/31/2023,Nairobi,Budget
ORD11440,CUST1204,Rice (1kg),1,81.44,81.44,10/24/2023,Rongai,Regular
ORD11441,CUST1145,Cooking Oil (1L),1,222.66,222.66,3/4/2023,Nairobi,Budget
ORD11442,CUST1158,Soap (Bar),1,34.26,34.26,10/6/2023,Nairobi,Budget
ORD11443,CUST1262,Sugar (1kg),0,120.42,0,4/24/2023,Nairobi,Budget
ORD11444,CUST1137,Soap (Bar),1,42.01,42.01,1/12/2023,Ruiru,Regular
ORD11445,CUST1188,Soap (Bar),1,35.41,35.41,3/22/2023,Nairobi,Budget
ORD11446,CUST1020,Sanitary Towels (Pack),0,184.17,0,3/1/2023,Roysambu,Regular
ORD11447,CUST1079,Eggs (Tray),1,342.68,342.68,3/24/2023,Nairobi,Budget
ORD11448,CUST1148,Eggs (Tray),1,337.96,337.96,4/27/2023,Nairobi,Budget
